,Unnamed: 0,Unnamed: 0.1,name,company,year,Price,kms_driven,fuel_type
379,379,379,Maruti Suzuki Versa,Maruti,2004,80000,50000,Petrol
380,380,380,Tata Indigo LX,Tata,2016,130000,104000,Diesel
381,381,381,Volkswagen Vento Konekt,Volkswagen,2011,245000,65000,Diesel
382,382,382,Mercedes Benz C,Mercedes,2002,399000,41000,Petrol
383,383,383,Maruti Suzuki Ertiga,Maruti,2013,450000,90000,Diesel
384,384,384,Honda City,Honda,2000,65000,80000,Petrol
385,385,385,Hyundai Santro Xing,Hyundai,2006,75000,46000,Petrol
386,386,386,Maruti Suzuki Omni,Maruti,2001,70000,70000,Petrol
387,387,387,Hyundai Sonata Transform,Hyundai,2017,190000,36469,Diesel
388,388,388,Hyundai Elite i20,Hyundai,2018,600000,7800,Petrol
389,389,389,Volkswagen Vento Konekt,Volkswagen,2011,245000,65000,Diesel
390,390,390,Maruti Suzuki Alto,Maruti,2017,240000,60000,Petrol
391,391,391,Maruti Suzuki Alto,Maruti,2011,155000,32000,Petrol
392,392,392,Honda Jazz S,Honda,2009,169999,24695,Petrol
393,393,393,Hyundai Grand i10,Hyundai,2017,450000,15141,Petrol
394,394,394,Maruti Suzuki Zen,Maruti,2001,40000,40000,Petrol
395,395,395,Mahindra Scorpio W,Mahindra,2012,165000,65000,Diesel
396,396,396,Maruti Suzuki Alto,Maruti,2014,270000,22000,Petrol
397,397,397,Hyundai Grand i10,Hyundai,2016,280000,59910,Diesel
398,398,398,Mahindra XUV500 W8,Mahindra,2012,560000,100000,Diesel
399,399,399,Hyundai Creta 1.6,Hyundai,2016,950000,25000,Petrol
400,400,400,Hyundai i20 Magna,Hyundai,2013,310000,35000,Petrol
401,401,401,Renault Duster 85,Renault,2015,715000,65000,Diesel
402,402,402,Hyundai Grand i10,Hyundai,2014,340000,35000,Petrol
403,403,403,Honda Brio V,Honda,2012,235000,33000,Petrol
404,404,404,Mahindra TUV300 T4,Mahindra,2017,610000,68000,Diesel
405,405,405,Chevrolet Spark LS,Chevrolet,2010,95000,23000,Petrol
406,406,406,Mahindra TUV300 T8,Mahindra,2018,1000000,4500,Diesel
407,407,407,Maruti Suzuki Swift,Maruti,2015,220000,129000,Diesel
408,408,408,Nissan X Trail,Nissan,2019,1200000,300,Diesel
409,409,409,Maruti Suzuki Alto,Maruti,2015,230000,5000,Petrol
410,410,410,Ford Ikon 1.3,Ford,2001,45000,65000,Petrol
411,411,411,Toyota Fortuner 3.0,Toyota,2010,940000,131000,Diesel
412,412,412,Tata Manza ELAN,Tata,2010,155555,111111,Petrol
413,413,413,Mercedes Benz A,Mercedes,2013,1500000,14000,Petrol
414,414,414,Chevrolet Beat LS,Chevrolet,2016,210000,22000,Diesel
415,415,415,Ford EcoSport Trend,Ford,2013,495000,38000,Diesel
416,416,416,Tata Indigo LS,Tata,2016,125000,70000,Diesel
417,417,417,Hyundai i20 Magna,Hyundai,2010,195000,36000,Petrol
418,418,418,Volkswagen Vento Highline,Volkswagen,2015,550000,34000,Diesel
419,419,419,Renault Kwid RXT,Renault,2015,270000,43000,Petrol
420,420,420,Ford EcoSport Titanium,Ford,2014,500000,40000,Diesel
421,421,421,Honda Amaze 1.5,Honda,2016,240000,160000,Diesel
422,422,422,Hyundai Verna 1.6,Hyundai,2017,800000,12000,Petrol
423,423,423,BMW 5 Series,BMW,2011,1299000,49000,Diesel
424,424,424,Skoda Superb 1.8,Skoda,2011,530000,68000,Petrol
425,425,425,Audi Q3 2.0,Audi,2013,1499000,37000,Diesel
426,426,426,Mahindra Bolero DI,Mahindra,2012,220000,59466,Diesel
427,427,427,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
428,428,428,Ford Figo Duratorq,Ford,2012,250000,99000,Diesel
429,429,429,Maruti Suzuki Wagon,Maruti,2018,395000,25500,Petrol
430,430,430,Mahindra Logan Diesel,Mahindra,2009,130000,66000,Petrol
431,431,431,Tata Nano GenX,Tata,2010,32000,44005,Petrol
432,432,432,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel
433,433,433,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel
434,434,434,Hyundai Elite i20,Hyundai,2015,405000,28000,Petrol
435,435,435,Hyundai Elite i20,Hyundai,2015,400000,30000,Petrol
436,436,436,Honda City SV,Honda,2017,760000,4000,Petrol
437,437,437,Maruti Suzuki Baleno,Maruti,2016,500000,28000,Petrol
438,438,438,Ford Figo Petrol,Ford,2011,175000,75000,Petrol
439,439,439,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
440,440,440,Honda City,Honda,2017,750000,3000,Petrol
441,441,441,Hyundai Elite i20,Hyundai,2015,419000,20000,Petrol
442,442,442,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol
443,443,443,Hyundai Eon Era,Hyundai,2018,140000,2110,Petrol
444,444,444,Mitsubishi Pajero Sport,Mitsubishi,2015,1540000,43222,Petrol
445,445,445,Hyundai i10 Magna,Hyundai,2008,275000,100200,Petrol
446,446,446,Toyota Corolla H2,Toyota,2003,150000,100000,Petrol
447,447,447,Maruti Suzuki Swift,Maruti,2011,230000,65,Petrol
448,448,448,Tata Indigo CS,Tata,2015,123000,100000,Diesel
449,449,449,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
450,450,450,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
451,451,451,Hyundai Xcent Base,Hyundai,2016,300000,140000,Diesel
452,452,452,Honda City,Honda,2015,499999,55000,Petrol
453,453,453,Hyundai Accent Executive,Hyundai,2009,165000,48000,Petrol
454,454,454,Maruti Suzuki Baleno,Maruti,2016,498000,22000,Petrol
455,455,455,Tata Zest XE,Tata,2018,480000,103553,Diesel
456,456,456,Maruti Suzuki Dzire,Maruti,2017,488000,80000,Diesel
457,457,457,Tata Sumo Gold,Tata,2014,250000,99000,Diesel
458,458,458,Toyota Corolla Altis,Toyota,2010,220000,58000,Petrol
459,459,459,Maruti Suzuki Eeco,Maruti,2013,290000,70000,LPG
460,460,460,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel
461,461,461,Mahindra XUV500 W6,Mahindra,2013,548900,49800,Diesel
462,462,462,Tata Tigor Revotron,Tata,2019,650000,100,Diesel
463,463,463,Maruti Suzuki 800,Maruti,2001,55000,81876,Petrol
464,464,464,Maruti Suzuki Ertiga,Maruti,2015,550000,75000,Petrol
465,465,465,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol
466,466,466,Honda Mobilio S,Honda,2014,399000,44000,Diesel
467,467,467,Maruti Suzuki Ertiga,Maruti,2016,730000,55000,Diesel
468,468,468,Maruti Suzuki Vitara,Maruti,2017,725000,36000,Diesel
469,469,469,Hyundai Verna 1.6,Hyundai,2016,195000,56000,Diesel
470,470,470,Maruti Suzuki Swift,Maruti,2007,130000,62000,Petrol
471,471,471,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel
472,472,472,Maruti Suzuki Omni,Maruti,2014,190000,6020,Petrol
473,473,473,Honda Amaze,Honda,2013,250000,55700,Diesel
474,474,474,Tata Indica,Tata,2005,80000,42000,Petrol
475,475,475,Hyundai Santro Xing,Hyundai,2003,120000,50000,Petrol
476,476,476,Maruti Suzuki Zen,Maruti,2010,149000,35000,Petrol
477,477,477,Maruti Suzuki Wagon,Maruti,2014,250000,18500,Petrol
478,478,478,Maruti Suzuki Wagon,Maruti,2007,120000,7000,Petrol
479,479,479,Honda Brio VX,Honda,2017,450000,11000,Petrol
480,480,480,Maruti Suzuki Zen,Maruti,2003,99999,53000,Petrol
481,481,481,Maruti Suzuki Zen,Maruti,2008,135000,23000,Petrol
482,482,482,Maruti Suzuki Wagon,Maruti,2016,225000,35500,Diesel
483,483,483,Maruti Suzuki Alto,Maruti,2010,99000,22134,Petrol
484,484,484,Renault Kwid RXT,Renault,2019,370000,1000,Petrol
485,485,485,Tata Nano Lx,Tata,2010,52000,9000,Petrol
486,486,486,Jaguar XE XE,Jaguar,2016,2800000,8500,Petrol
487,487,487,Hyundai Eon Magna,Hyundai,2014,190000,35000,Petrol
488,488,488,Honda City 1.5,Honda,2014,499000,22000,Petrol
489,489,489,Hindustan Motors Ambassador,Hindustan,2002,90000,25000,Diesel
490,490,490,Maruti Suzuki Ritz,Maruti,2010,149000,40000,Petrol
491,491,491,Hyundai Grand i10,Hyundai,2017,400000,20000,Petrol
492,492,492,Hyundai Eon D,Hyundai,2016,120000,87000,Petrol
493,493,493,Maruti Suzuki Swift,Maruti,2015,250000,55000,Petrol
494,494,494,Maruti Suzuki Wagon,Maruti,2017,375000,23000,Petrol
495,495,495,Honda Amaze 1.2,Honda,2014,381000,6000,Petrol
496,496,496,Maruti Suzuki Estilo,Maruti,2013,180000,65000,Petrol
497,497,497,Maruti Suzuki Vitara,Maruti,2016,580000,25000,Diesel
498,498,498,Maruti Suzuki Eeco,Maruti,2015,278000,39000,Petrol
499,499,499,Hyundai Creta 1.6,Hyundai,2016,1000000,8000,Petrol
500,500,500,Mahindra Scorpio Vlx,Mahindra,2013,690000,75000,Diesel
501,501,501,Maruti Suzuki Ertiga,Maruti,2012,480000,51000,Diesel
502,502,502,Mitsubishi Lancer 1.8,Mitsubishi,2006,85000,50000,Petrol
503,503,503,Maruti Suzuki Maruti,Maruti,2001,40000,75000,Petrol
504,504,504,Maruti Suzuki Alto,Maruti,2015,90000,55800,Petrol
505,505,505,Hyundai Grand i10,Hyundai,2015,340000,53000,Petrol
506,506,506,Hyundai Eon D,Hyundai,2018,260000,25000,Petrol
507,507,507,Ford Fiesta SXi,Ford,2009,250000,56400,Petrol
508,508,508,Maruti Suzuki Ritz,Maruti,2010,180000,72160,Diesel
509,509,509,Hyundai Verna Fluidic,Hyundai,2012,350000,10000,Diesel
510,510,510,Maruti Suzuki Wagon,Maruti,2006,90001,48000,Petrol
511,511,511,Maruti Suzuki Estilo,Maruti,2007,115000,36000,Petrol
512,512,512,Audi A6 2.0,Audi,2012,1599000,11500,Diesel
513,513,513,Maruti Suzuki Wagon,Maruti,2003,130000,133000,Petrol
514,514,514,Maruti Suzuki Wagon,Maruti,2009,159000,27000,Petrol
515,515,515,Maruti Suzuki Wagon,Maruti,2009,160000,35000,Petrol
516,516,516,Maruti Suzuki Alto,Maruti,2010,110000,55000,Petrol
517,517,517,Maruti Suzuki Baleno,Maruti,2016,425000,40000,Petrol
518,518,518,Hyundai Verna 1.6,Hyundai,2019,900000,2000,Petrol
519,519,519,Maruti Suzuki Swift,Maruti,2009,150000,45000,Petrol
520,520,520,Hyundai Getz Prime,Hyundai,2009,110000,20000,Petrol
521,521,521,Hyundai Santro,Hyundai,2000,51999,88000,Petrol
522,522,522,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
523,523,523,Chevrolet Beat PS,Chevrolet,2012,215000,65422,Diesel
524,524,524,Ford EcoSport Trend,Ford,2017,580000,10000,Petrol
525,525,525,Maruti Suzuki Dzire,Maruti,2013,380000,35000,Petrol
526,526,526,Hyundai Fluidic Verna,Hyundai,2013,350000,117000,Diesel
527,527,527,Tata Indica V2,Tata,2005,35000,150000,Diesel
528,528,528,BMW X1 xDrive20d,BMW,2011,1150000,72000,Diesel
529,529,529,Hyundai i20 Asta,Hyundai,2010,300000,10750,Petrol
530,530,530,Honda City 1.5,Honda,2009,269000,55000,Petrol
531,531,531,Tata Nano,Tata,2013,60000,6800,Petrol
532,532,532,Chevrolet Cruze LTZ,Chevrolet,2014,400000,41000,Diesel
533,533,533,Hyundai Verna Fluidic,Hyundai,2015,430000,73000,Diesel
534,534,534,Maruti Suzuki Swift,Maruti,2011,140000,65000,Diesel
535,536,536,Mahindra XUV500 W10,Mahindra,2018,1299000,40000,Diesel
536,537,537,Maruti Suzuki Alto,Maruti,2014,199000,37000,Petrol
537,538,538,Hyundai Accent GLE,Hyundai,2006,90000,55000,Petrol
538,539,539,Force Motors One,Force,2013,550000,140000,Diesel
539,540,540,Maruti Suzuki Alto,Maruti,2019,265000,9800,Petrol
540,541,541,Chevrolet Spark 1.0,Chevrolet,2011,100000,27000,Petrol
541,542,542,Hyundai i10,Hyundai,2009,215000,27000,Petrol
542,543,543,Toyota Etios Liva,Toyota,2012,380000,20000,Diesel
543,544,544,Renault Duster 85PS,Renault,2013,401919,57923,Diesel
544,545,545,Chevrolet Enjoy,Chevrolet,2014,490000,30201,Diesel
545,546,546,Maruti Suzuki Alto,Maruti,2017,280000,6200,Petrol
546,547,547,BMW 5 Series,BMW,2009,650000,37518,Petrol
547,548,548,Toyota Etios Liva,Toyota,2014,160000,24652,Petrol
548,549,549,Mahindra Jeep MM,Mahindra,2004,424000,383,Diesel
549,550,550,Chevrolet Beat LS,Chevrolet,2016,225000,95000,Diesel
550,551,551,Chevrolet Cruze LTZ,Chevrolet,2011,350000,35000,Diesel
551,552,552,Jeep Wrangler Unlimited,Jeep,2015,950000,3528,Diesel
552,553,553,Maruti Suzuki Ertiga,Maruti,2013,485000,52500,Diesel
553,554,554,Hyundai Verna VGT,Hyundai,2010,205000,47900,Diesel
554,555,555,Maruti Suzuki Omni,Maruti,2012,160000,14000,Petrol
555,556,556,Maruti Suzuki Celerio,Maruti,2018,310000,37000,Petrol
556,557,557,Tata Zest Quadrajet,Tata,2017,180000,90000,Diesel
557,558,558,Mahindra XUV500 W6,Mahindra,2013,549900,52800,Diesel
558,559,559,Tata Indigo CS,Tata,2016,150000,104000,Diesel
559,560,560,Hyundai i10 Era,Hyundai,2011,175000,30000,Petrol
560,561,561,Tata Indigo eCS,Tata,2014,95000,195000,Diesel
561,562,562,Tata Indigo LX,Tata,2016,230000,104000,Diesel
562,563,563,Tata Indigo eCS,Tata,2016,230000,104000,Diesel
563,564,564,Tata Indigo Marina,Tata,2004,180000,70000,Diesel
564,565,565,Hyundai Xcent SX,Hyundai,2015,400000,43000,Diesel
565,566,566,Hyundai Eon Magna,Hyundai,2013,185000,23000,Petrol
566,567,567,Renault Duster 85,Renault,2015,385000,51000,Diesel
567,568,568,Maruti Suzuki Alto,Maruti,2009,90000,62000,Petrol
568,569,569,Tata Nano LX,Tata,2010,32000,48008,Petrol
569,570,570,Renault Duster 110,Renault,2013,435000,39000,Diesel
570,571,571,Maruti Suzuki Wagon,Maruti,2010,225000,40000,Petrol
571,572,572,Maruti Suzuki Swift,Maruti,2006,189700,48247,Petrol
572,573,573,Maruti Suzuki Ertiga,Maruti,2012,389700,39000,Diesel
573,574,574,Maruti Suzuki Swift,Maruti,2014,365000,23000,Petrol
574,575,575,Maruti Suzuki Alto,Maruti,2017,360000,9400,Petrol
575,576,576,Hyundai i20 Magna,Hyundai,2010,210000,50000,Petrol
576,577,577,Hyundai i10 Magna,Hyundai,2009,170000,75000,Petrol
577,578,578,Tata Zest XE,Tata,2017,380000,70000,Diesel
578,579,579,Mahindra Xylo E8,Mahindra,2009,295000,64000,Diesel
579,580,580,Toyota Corolla Altis,Toyota,2010,185000,55000,Petrol
580,581,581,Tata Manza Aqua,Tata,2014,160000,200000,Diesel
581,582,582,Renault Kwid 1.0,Renault,2018,290000,2137,Petrol
582,583,583,Tata Venture EX,Tata,2013,100000,30000,Diesel
583,584,584,Maruti Suzuki Swift,Maruti,2014,315000,44000,Petrol
584,585,585,Skoda Octavia Classic,Skoda,2006,114990,65000,Diesel
585,586,586,Maruti Suzuki Omni,Maruti,2012,120000,160000,LPG
586,587,587,Chevrolet Beat Diesel,Chevrolet,2011,125000,56000,Diesel
587,588,588,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
588,589,589,Hyundai Verna 1.6,Hyundai,2018,855000,42000,Diesel
589,590,590,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
590,591,591,Mahindra Scorpio 2.6,Mahindra,2007,260000,56000,Diesel
591,592,592,Maruti Suzuki Zen,Maruti,2002,95000,10544,Petrol
592,593,593,Maruti Suzuki Swift,Maruti,2011,255000,64000,Petrol
593,594,594,Mahindra Scorpio SLX,Mahindra,2008,300000,70000,Diesel
594,595,595,Hyundai Grand i10,Hyundai,2014,340000,25000,Petrol
595,596,596,Hyundai Elite i20,Hyundai,2017,550000,15000,Petrol
596,597,597,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol
597,598,598,Toyota Innova 2.5,Toyota,2011,750000,147000,Diesel
598,599,599,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol
599,600,600,Chevrolet Beat LT,Chevrolet,2012,130000,90001,Diesel
600,601,601,Maruti Suzuki Alto,Maruti,2017,270000,21000,Petrol
601,602,602,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
602,603,603,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
603,604,604,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
604,605,605,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel
605,606,606,Maruti Suzuki Swift,Maruti,2010,190000,74000,Diesel
606,607,607,Hyundai Elite i20,Hyundai,2015,500000,22000,Petrol
607,608,608,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel
608,609,609,Volkswagen Polo Trendline,Volkswagen,2015,350000,25000,Diesel
609,610,610,Toyota Etios Liva,Toyota,2012,350000,85000,Diesel
610,611,611,Mahindra TUV300 T4,Mahindra,2016,540000,29500,Diesel
611,612,612,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol
612,613,613,Hyundai Santro Xing,Hyundai,2014,179000,57000,Petrol
613,614,614,Maruti Suzuki Zen,Maruti,2003,48000,60000,Petrol
614,615,615,Maruti Suzuki Ciaz,Maruti,2016,650000,50000,Petrol
615,616,616,Hyundai Eon Era,Hyundai,2013,190000,39700,Petrol
616,617,617,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol
617,618,618,Maruti Suzuki Swift,Maruti,2010,270000,67000,Diesel
618,619,619,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol
619,620,620,Hyundai Eon Era,Hyundai,2012,188000,38000,Petrol
620,621,621,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol
621,622,622,Hyundai Verna Fluidic,Hyundai,2011,365000,43000,Diesel
622,623,623,Ford EcoSport Trend,Ford,2014,465000,47000,Petrol
623,624,624,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol
624,625,625,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel
625,626,626,Tata Indica eV2,Tata,2015,140000,60105,Diesel
626,627,627,Jaguar XF 2.2,Jaguar,2013,2190000,29000,Diesel
627,628,628,Audi Q5 2.0,Audi,2014,2390000,34000,Diesel
628,629,629,BMW 3 Series,BMW,2011,1075000,35000,Diesel
629,630,630,Maruti Suzuki Swift,Maruti,2015,475000,22000,Petrol
630,631,631,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel
631,632,632,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel
632,633,633,Maruti Suzuki Ertiga,Maruti,2013,475000,48000,Diesel
633,634,634,Maruti Suzuki Alto,Maruti,2016,270000,38000,Petrol
634,635,635,Honda City SV,Honda,2014,475000,34000,Diesel
635,636,636,Volkswagen Vento Comfortline,Volkswagen,2011,240000,45933,Petrol
636,637,637,Honda City 1.5,Honda,2005,120000,68000,Petrol
637,638,638,Audi A4 2.0,Audi,2016,1900000,44000,Diesel
638,639,639,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel
639,640,640,Tata Zest XE,Tata,2018,450000,102563,Diesel
640,641,641,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel
641,642,642,Maruti Suzuki Swift,Maruti,2017,650000,41800,Diesel
642,643,643,Tata Sumo Gold,Tata,2014,275000,116000,Diesel
643,644,644,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol
644,645,645,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel
645,646,646,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol
646,647,647,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel
647,648,648,Renault Duster,Renault,2014,800000,7400,Diesel
648,649,649,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel
649,650,650,Maruti Suzuki Ertiga,Maruti,2012,1000000,200000,Diesel
650,651,651,Audi A4 2.0,Audi,2013,1510000,27000,Diesel
651,652,652,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel
652,653,653,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol
653,654,654,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel
654,655,655,Chevrolet Beat LT,Chevrolet,2012,135000,36000,Petrol
655,656,656,BMW X1,BMW,2011,1000000,34000,Diesel
656,657,657,Datsun Redi GO,Datsun,2018,299999,7000,Petrol
657,658,658,Mercedes Benz C,Mercedes,2009,1225000,76000,Diesel
658,659,659,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel
659,660,660,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel
660,661,661,Tata Indigo CS,Tata,2017,270000,50000,Diesel
661,662,662,Ford Figo Petrol,Ford,2019,525000,0,Petrol
662,663,663,Honda City ZX,Honda,2006,180000,50000,Petrol
663,664,664,Maruti Suzuki Wagon,Maruti,2008,140000,68000,Petrol
664,665,665,Ford EcoSport Trend,Ford,2014,400000,16000,Petrol
665,666,666,Maruti Suzuki Swift,Maruti,2016,499000,51000,Diesel
666,667,667,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol
667,668,668,Maruti Suzuki Zen,Maruti,2004,70000,100000,Petrol
668,669,669,Renault Duster RxL,Renault,2015,550000,36000,Petrol
669,670,670,Maruti Suzuki Swift,Maruti,2014,370000,11523,Petrol
670,671,671,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol
671,672,672,Honda WR V,Honda,2009,250000,60000,Petrol
672,673,673,Tata Indigo CS,Tata,2016,110000,85000,Diesel
673,674,674,Renault Duster 110,Renault,2013,490000,38600,Diesel
674,675,675,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel
675,676,676,Maruti Suzuki Zen,Maruti,2004,68000,56000,Petrol
676,677,677,Maruti Suzuki Wagon,Maruti,2014,130000,37458,Petrol
677,678,678,Maruti Suzuki SX4,Maruti,2016,970000,85960,Diesel
678,679,679,Audi A3 Cabriolet,Audi,2015,3100000,12516,Petrol
679,680,680,Hyundai Eon D,Hyundai,2018,280000,35000,Petrol
680,681,681,Maruti Suzuki Zen,Maruti,2009,125000,0,Petrol
681,682,682,Mahindra Scorpio SLX,Mahindra,2008,285000,80000,Diesel
682,683,683,Hyundai Santro AE,Hyundai,2011,165000,45000,Petrol
683,684,684,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
684,685,685,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
685,686,686,Mahindra Xylo D2,Mahindra,2011,390000,48000,Diesel
686,687,687,Hyundai Santro,Hyundai,2003,60000,51000,Petrol
687,688,688,Chevrolet Beat LT,Chevrolet,2015,215000,90000,Diesel
688,689,689,Maruti Suzuki Swift,Maruti,2015,475000,43000,Diesel
689,690,690,Mahindra XUV500 W8,Mahindra,2015,899000,53000,Diesel
690,691,691,Toyota Fortuner 3.0,Toyota,2013,1499000,97000,Diesel
691,692,692,Maruti Suzuki Alto,Maruti,2013,240000,20000,Petrol
692,693,693,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol
693,694,694,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel
694,695,695,Hyundai Creta 1.6,Hyundai,2019,1200000,0,Petrol
695,696,696,Hyundai Santro Xing,Hyundai,2007,115000,46000,Petrol
696,697,697,Hyundai Santro Xing,Hyundai,2009,88000,43200,Petrol
697,698,698,Mahindra Xylo D2,Mahindra,2011,390000,56000,Diesel
698,699,699,Hyundai Santro Xing,Hyundai,2007,135000,42000,Petrol
699,700,700,Tata Indica V2,Tata,2009,90000,30600,Diesel
700,701,701,Hyundai i10 Sportz,Hyundai,2011,220000,38000,Petrol
701,702,702,Hyundai Grand i10,Hyundai,2017,424999,2550,Petrol
702,703,703,Hyundai Santro Xing,Hyundai,2007,135000,47000,Petrol
703,704,704,Honda City 1.5,Honda,2005,95000,41000,Petrol
704,705,705,Nissan Micra XL,Nissan,2017,430000,62500,Diesel
705,706,706,Honda City 1.5,Honda,2005,115000,68000,Petrol
706,707,707,Maruti Suzuki Alto,Maruti,2015,215000,50000,Petrol
707,708,708,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol
708,709,709,Maruti Suzuki Ertiga,Maruti,2012,500000,48000,Diesel
709,710,710,Tata Indica eV2,Tata,2012,85000,55000,Diesel
710,711,711,Maruti Suzuki Omni,Maruti,2013,165000,25000,Petrol
711,712,712,Hyundai Eon Era,Hyundai,2014,200000,28400,Petrol
712,713,713,Hyundai Eon,Hyundai,2014,200000,28000,Petrol
713,714,714,Maruti Suzuki Swift,Maruti,2015,425000,42000,Diesel
714,715,715,Hyundai Verna 1.6,Hyundai,2012,600000,29000,Diesel
715,716,716,Chevrolet Tavera LS,Chevrolet,2005,130000,68485,Diesel
716,717,717,Tata Tiago Revotron,Tata,2018,430000,3500,Petrol
717,718,718,Tata Tiago Revotorq,Tata,2019,568500,0,Petrol
718,719,719,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol
719,720,720,Mahindra KUV100 K8,Mahindra,2018,560000,8000,Diesel
720,721,721,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel
721,722,722,Hindustan Motors Ambassador,Hindustan,1995,750000,37000,Petrol
722,723,723,Ford Fusion 1.4,Ford,2007,125000,85455,Diesel
723,724,724,Hyundai Santro Xing,Hyundai,2007,135000,46000,Petrol
724,725,725,Hyundai Santro,Hyundai,2002,60000,47000,Petrol
725,726,726,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol
726,727,727,Ford Ikon 1.3,Ford,2008,95000,46000,Petrol
727,728,728,Maruti Suzuki Omni,Maruti,2017,240000,8000,Petrol
728,729,729,Tata Indica V2,Tata,2012,115000,64000,Diesel
729,730,730,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel
730,731,731,Hyundai Santro Xing,Hyundai,2007,55000,65000,Petrol
731,732,732,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel
732,733,733,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol
733,734,734,Maruti Suzuki Alto,Maruti,2015,265000,14000,Petrol
734,735,735,Toyota Corolla,Toyota,2006,160000,40000,Petrol
735,736,736,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol
736,737,737,Tata Sumo Grande,Tata,2010,130000,90000,Diesel
737,738,738,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel
738,739,739,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol
739,740,740,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol
740,741,741,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol
741,742,742,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
742,743,743,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
743,744,744,Tata Indigo eCS,Tata,2016,130000,150000,Diesel
744,745,745,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel
745,746,746,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel
746,747,747,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol
747,748,748,Tata Sumo Gold,Tata,2013,215000,100000,Petrol
748,749,749,Tata Nano,Tata,2013,60000,7000,Petrol
749,750,750,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol
750,751,751,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol
751,752,752,Hyundai Creta,Hyundai,2016,900000,60000,Diesel
752,753,753,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel
